88044 silly lifecycle escape-string-regexp@1.0.2~preinstall: no script for preinstall, continuing
94265 silly linkStuff uglify-js@2.6.2 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94266 verbose linkBins uglify-js@2.6.2
94267 verbose link bins [ { uglifyjs: 'bin/uglifyjs' },
94267 verbose link bins   '/home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin',
94267 verbose link bins   false ]
94268 verbose linkMans uglify-js@2.6.2
94269 silly gentlyRm /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/uglifyjs is being purged
94270 verbose gentlyRm don't care about contents; nuking /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/uglifyjs
94271 silly build webpack@1.13.0
94272 info linkStuff webpack@1.13.0
94273 silly linkStuff webpack@1.13.0 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94274 verbose linkBins webpack@1.13.0
94275 verbose link bins [ { webpack: './bin/webpack.js' },
94275 verbose link bins   '/home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin',
94275 verbose link bins   false ]
94276 verbose linkMans webpack@1.13.0
94277 silly gentlyRm /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/webpack is being purged
94278 verbose gentlyRm don't care about contents; nuking /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/webpack
94279 silly build html-minifier@1.5.0
94280 info linkStuff html-minifier@1.5.0
94281 silly linkStuff html-minifier@1.5.0 has /home/yuer/文档/vuejs/task-4/my-project/node_modules/vue-html-loader/node_modules as its parent node_modules
94282 verbose linkBins html-minifier@1.5.0
94283 verbose link bins [ { 'html-minifier': './cli.js' },
94283 verbose link bins   '/home/yuer/文档/vuejs/task-4/my-project/node_modules/vue-html-loader/node_modules/.bin',
94283 verbose link bins   false ]
94284 verbose linkMans html-minifier@1.5.0
94285 silly gentlyRm /home/yuer/文档/vuejs/task-4/my-project/node_modules/vue-html-loader/node_modules/.bin/html-minifier is being purged
94286 verbose gentlyRm don't care about contents; nuking /home/yuer/文档/vuejs/task-4/my-project/node_modules/vue-html-loader/node_modules/.bin/html-minifier
94287 silly build vue-html-loader@1.2.2
94288 info linkStuff vue-html-loader@1.2.2
94289 silly linkStuff vue-html-loader@1.2.2 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94290 verbose linkBins vue-html-loader@1.2.2
94291 verbose linkMans vue-html-loader@1.2.2
94292 silly build html-minifier@2.1.2
94293 info linkStuff html-minifier@2.1.2
94294 silly linkStuff html-minifier@2.1.2 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94295 verbose linkBins html-minifier@2.1.2
94296 verbose link bins [ { 'html-minifier': './cli.js' },
94296 verbose link bins   '/home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin',
94296 verbose link bins   false ]
94297 verbose linkMans html-minifier@2.1.2
94298 silly gentlyRm /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/html-minifier is being purged
94299 verbose gentlyRm don't care about contents; nuking /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/html-minifier
94300 silly build html-webpack-plugin@2.16.1
94301 info linkStuff html-webpack-plugin@2.16.1
94302 silly linkStuff html-webpack-plugin@2.16.1 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94303 verbose linkBins html-webpack-plugin@2.16.1
94304 verbose linkMans html-webpack-plugin@2.16.1
94305 silly build handlebars@4.0.5
94306 info linkStuff handlebars@4.0.5
94307 silly linkStuff handlebars@4.0.5 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94308 verbose linkBins handlebars@4.0.5
94309 verbose link bins [ { handlebars: 'bin/handlebars' },
94309 verbose link bins   '/home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin',
94309 verbose link bins   false ]
94310 verbose linkMans handlebars@4.0.5
94311 silly gentlyRm /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/handlebars is being purged
94312 verbose gentlyRm don't care about contents; nuking /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/handlebars
94313 silly build istanbul@0.4.3
94314 info linkStuff istanbul@0.4.3
94315 silly linkStuff istanbul@0.4.3 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94316 verbose linkBins istanbul@0.4.3
94317 verbose link bins [ { istanbul: './lib/cli.js' },
94317 verbose link bins   '/home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin',
94317 verbose link bins   false ]
94318 verbose linkMans istanbul@0.4.3
94319 silly gentlyRm /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/istanbul is being purged
94320 verbose gentlyRm don't care about contents; nuking /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/istanbul
94321 silly build karma-coverage@0.5.5
94322 info linkStuff karma-coverage@0.5.5
94323 silly linkStuff karma-coverage@0.5.5 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94324 verbose linkBins karma-coverage@0.5.5
94325 verbose linkMans karma-coverage@0.5.5
94326 silly build isparta@4.0.0
94327 info linkStuff isparta@4.0.0
94328 silly linkStuff isparta@4.0.0 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94329 verbose linkBins isparta@4.0.0
94330 verbose link bins [ { isparta: './bin/isparta' },
94330 verbose link bins   '/home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin',
94330 verbose link bins   false ]
94331 verbose linkMans isparta@4.0.0
94332 silly gentlyRm /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/isparta is being purged
94333 verbose gentlyRm don't care about contents; nuking /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/isparta
94334 silly build isparta-loader@2.0.0
94335 info linkStuff isparta-loader@2.0.0
94336 silly linkStuff isparta-loader@2.0.0 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94337 verbose linkBins isparta-loader@2.0.0
94338 verbose linkMans isparta-loader@2.0.0
94339 silly build yauzl@2.4.1
94340 info linkStuff yauzl@2.4.1
94341 silly linkStuff yauzl@2.4.1 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94342 verbose linkBins yauzl@2.4.1
94343 verbose linkMans yauzl@2.4.1
94344 silly build extract-zip@1.5.0
94345 info linkStuff extract-zip@1.5.0
94346 silly linkStuff extract-zip@1.5.0 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94347 verbose linkBins extract-zip@1.5.0
94348 verbose link bins [ { 'extract-zip': 'cli.js' },
94348 verbose link bins   '/home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin',
94348 verbose link bins   false ]
94349 verbose linkMans extract-zip@1.5.0
94350 silly gentlyRm /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/extract-zip is being purged
94351 verbose gentlyRm don't care about contents; nuking /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/extract-zip
94352 silly build phantomjs-prebuilt@2.1.7
94353 info linkStuff phantomjs-prebuilt@2.1.7
94354 silly linkStuff phantomjs-prebuilt@2.1.7 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94355 verbose linkBins phantomjs-prebuilt@2.1.7
94356 verbose link bins [ { phantomjs: './bin/phantomjs' },
94356 verbose link bins   '/home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin',
94356 verbose link bins   false ]
94357 verbose linkMans phantomjs-prebuilt@2.1.7
94358 silly gentlyRm /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/phantomjs is being purged
94359 verbose gentlyRm don't care about contents; nuking /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/phantomjs
94360 silly build yeast@0.1.2
94361 info linkStuff yeast@0.1.2
94362 silly linkStuff yeast@0.1.2 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94363 verbose linkBins yeast@0.1.2
94364 verbose linkMans yeast@0.1.2
94365 silly build engine.io-client@1.6.9
94366 info linkStuff engine.io-client@1.6.9
94367 silly linkStuff engine.io-client@1.6.9 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94368 verbose linkBins engine.io-client@1.6.9
94369 verbose linkMans engine.io-client@1.6.9
94370 silly build socket.io-client@1.4.6
94371 info linkStuff socket.io-client@1.4.6
94372 silly linkStuff socket.io-client@1.4.6 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94373 verbose linkBins socket.io-client@1.4.6
94374 verbose linkMans socket.io-client@1.4.6
94375 silly build socket.io@1.4.6
94376 info linkStuff socket.io@1.4.6
94377 silly linkStuff socket.io@1.4.6 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94378 verbose linkBins socket.io@1.4.6
94379 verbose linkMans socket.io@1.4.6
94380 silly build karma@0.13.22
94381 info linkStuff karma@0.13.22
94382 silly linkStuff karma@0.13.22 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94383 verbose linkBins karma@0.13.22
94384 verbose link bins [ { karma: './bin/karma' },
94384 verbose link bins   '/home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin',
94384 verbose link bins   false ]
94385 verbose linkMans karma@0.13.22
94386 silly gentlyRm /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/karma is being purged
94387 verbose gentlyRm don't care about contents; nuking /home/yuer/文档/vuejs/task-4/my-project/node_modules/.bin/karma
94388 silly build vue@1.0.24
94389 info linkStuff vue@1.0.24
94390 silly linkStuff vue@1.0.24 has /home/yuer/文档/vuejs/task-4/my-project/node_modules as its parent node_modules
94391 verbose linkBins vue@1.0.24
94392 verbose linkMans vue@1.0.24
94393 silly doSerial global-link 0
94394 silly doParallel update-linked 0
94395 silly doSerial install 928
94396 silly install abbrev@1.0.7 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/abbrev-f4cb80a6
94397 info lifecycle abbrev@1.0.7~install: abbrev@1.0.7
94398 silly lifecycle abbrev@1.0.7~install: no script for install, continuing
94399 silly install acorn@3.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/acorn-1a96d20d
94400 info lifecycle acorn@3.1.0~install: acorn@3.1.0
94401 silly lifecycle acorn@3.1.0~install: no script for install, continuing
94402 silly install acorn-jsx@3.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/acorn-jsx-7b08c8a5
94403 info lifecycle acorn-jsx@3.0.1~install: acorn-jsx@3.0.1
94404 silly lifecycle acorn-jsx@3.0.1~install: no script for install, continuing
94405 silly install adm-zip@0.4.7 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/adm-zip-3f488e3f
94406 info lifecycle adm-zip@0.4.7~install: adm-zip@0.4.7
94407 silly lifecycle adm-zip@0.4.7~install: no script for install, continuing
94408 silly install after@0.8.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/after-5a5037fa
94409 info lifecycle after@0.8.1~install: after@0.8.1
94410 silly lifecycle after@0.8.1~install: no script for install, continuing
94411 silly install semver@5.0.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/semver-ddaec6e0
94412 info lifecycle semver@5.0.3~install: semver@5.0.3
94413 silly lifecycle semver@5.0.3~install: no script for install, continuing
94414 silly install alphanum-sort@1.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/alphanum-sort-407d84bc
94415 info lifecycle alphanum-sort@1.0.2~install: alphanum-sort@1.0.2
94416 silly lifecycle alphanum-sort@1.0.2~install: no script for install, continuing
94417 silly install amdefine@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/amdefine-d0e60ad0
94418 info lifecycle amdefine@1.0.0~install: amdefine@1.0.0
94419 silly lifecycle amdefine@1.0.0~install: no script for install, continuing
94420 silly install ansi-escapes@1.4.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/ansi-escapes-50135d3a
94421 info lifecycle ansi-escapes@1.4.0~install: ansi-escapes@1.4.0
94422 silly lifecycle ansi-escapes@1.4.0~install: no script for install, continuing
94423 silly install ansi-html@0.0.5 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/ansi-html-74dc2b2c
94424 info lifecycle ansi-html@0.0.5~install: ansi-html@0.0.5
94425 silly lifecycle ansi-html@0.0.5~install: no script for install, continuing
94426 silly install ansi-regex@2.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/ansi-regex-6ba8b291
94427 info lifecycle ansi-regex@2.0.0~install: ansi-regex@2.0.0
94428 silly lifecycle ansi-regex@2.0.0~install: no script for install, continuing
94429 silly install ansi-styles@2.2.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/ansi-styles-ad576455
94430 info lifecycle ansi-styles@2.2.1~install: ansi-styles@2.2.1
94431 silly lifecycle ansi-styles@2.2.1~install: no script for install, continuing
94432 silly install arr-flatten@1.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/arr-flatten-bf2426ae
94433 info lifecycle arr-flatten@1.0.1~install: arr-flatten@1.0.1
94434 silly lifecycle arr-flatten@1.0.1~install: no script for install, continuing
94435 silly install arr-diff@2.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/arr-diff-f99cebf9
94436 info lifecycle arr-diff@2.0.0~install: arr-diff@2.0.0
94437 silly lifecycle arr-diff@2.0.0~install: no script for install, continuing
94438 silly install array-find-index@1.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/array-find-index-80bbbb19
94439 info lifecycle array-find-index@1.0.1~install: array-find-index@1.0.1
94440 silly lifecycle array-find-index@1.0.1~install: no script for install, continuing
94441 silly install array-flatten@1.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/array-flatten-ed4bf773
94442 info lifecycle array-flatten@1.1.1~install: array-flatten@1.1.1
94443 silly lifecycle array-flatten@1.1.1~install: no script for install, continuing
94444 silly install array-slice@0.2.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/array-slice-bb6bad68
94445 info lifecycle array-slice@0.2.3~install: array-slice@0.2.3
94446 silly lifecycle array-slice@0.2.3~install: no script for install, continuing
94447 silly install array-uniq@1.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/array-uniq-6c49b96b
94448 info lifecycle array-uniq@1.0.2~install: array-uniq@1.0.2
94449 silly lifecycle array-uniq@1.0.2~install: no script for install, continuing
94450 silly install array-union@1.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/array-union-78e8beb2
94451 info lifecycle array-union@1.0.1~install: array-union@1.0.1
94452 silly lifecycle array-union@1.0.1~install: no script for install, continuing
94453 silly install array-unique@0.2.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/array-unique-40cb94f3
94454 info lifecycle array-unique@0.2.1~install: array-unique@0.2.1
94455 silly lifecycle array-unique@0.2.1~install: no script for install, continuing
94456 silly install arraybuffer.slice@0.0.6 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/arraybuffer.slice-273d34c9
94457 info lifecycle arraybuffer.slice@0.0.6~install: arraybuffer.slice@0.0.6
94458 silly lifecycle arraybuffer.slice@0.0.6~install: no script for install, continuing
94459 silly install arrify@1.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/arrify-adf7e2d8
94460 info lifecycle arrify@1.0.1~install: arrify@1.0.1
94461 silly lifecycle arrify@1.0.1~install: no script for install, continuing
94462 silly install asn1@0.2.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/asn1-aa07b5ea
94463 info lifecycle asn1@0.2.3~install: asn1@0.2.3
94464 silly lifecycle asn1@0.2.3~install: no script for install, continuing
94465 silly install assert-plus@0.2.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/assert-plus-76742036
94466 info lifecycle assert-plus@0.2.0~install: assert-plus@0.2.0
94467 silly lifecycle assert-plus@0.2.0~install: no script for install, continuing
94468 silly install assertion-error@1.0.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/assertion-error-c6467893
94469 info lifecycle assertion-error@1.0.1~install: assertion-error@1.0.1
94470 silly lifecycle assertion-error@1.0.1~install: no script for install, continuing
94471 silly install ast-traverse@0.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/ast-traverse-4ed81dec
94472 info lifecycle ast-traverse@0.1.1~install: ast-traverse@0.1.1
94473 silly lifecycle ast-traverse@0.1.1~install: no script for install, continuing
94474 silly install async@1.5.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/async-c3931492
94475 info lifecycle async@1.5.2~install: async@1.5.2
94476 silly lifecycle async@1.5.2~install: no script for install, continuing
94477 silly install async-each@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/async-each-3efea81f
94478 info lifecycle async-each@1.0.0~install: async-each@1.0.0
94479 silly lifecycle async-each@1.0.0~install: no script for install, continuing
94480 silly install aws-sign2@0.6.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/aws-sign2-73caf2f6
94481 info lifecycle aws-sign2@0.6.0~install: aws-sign2@0.6.0
94482 silly lifecycle aws-sign2@0.6.0~install: no script for install, continuing
94483 silly install source-map@0.5.6 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/source-map-a58ef58c
94484 info lifecycle source-map@0.5.6~install: source-map@0.5.6
94485 silly lifecycle source-map@0.5.6~install: no script for install, continuing
94486 silly install source-map@0.5.6 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/source-map-4e6919e1
94487 info lifecycle source-map@0.5.6~install: source-map@0.5.6
94488 silly lifecycle source-map@0.5.6~install: no script for install, continuing
94489 silly install backo2@1.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/backo2-172c17c2
94490 info lifecycle backo2@1.0.2~install: backo2@1.0.2
94491 silly lifecycle backo2@1.0.2~install: no script for install, continuing
94492 silly install balanced-match@0.4.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/balanced-match-e069e821
94493 info lifecycle balanced-match@0.4.1~install: balanced-match@0.4.1
94494 silly lifecycle balanced-match@0.4.1~install: no script for install, continuing
94495 silly install base62@0.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/base62-038cce2b
94496 info lifecycle base62@0.1.1~install: base62@0.1.1
94497 silly lifecycle base62@0.1.1~install: no script for install, continuing
94498 silly install Base64@0.2.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/Base64-cc4677b4
94499 info lifecycle Base64@0.2.1~install: Base64@0.2.1
94500 silly lifecycle Base64@0.2.1~install: no script for install, continuing
94501 silly install base64-arraybuffer@0.1.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/base64-arraybuffer-951e7ee1
94502 info lifecycle base64-arraybuffer@0.1.2~install: base64-arraybuffer@0.1.2
94503 silly lifecycle base64-arraybuffer@0.1.2~install: no script for install, continuing
94504 silly install base64-js@0.0.8 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/base64-js-4fb28ef0
94505 info lifecycle base64-js@0.0.8~install: base64-js@0.0.8
94506 silly lifecycle base64-js@0.0.8~install: no script for install, continuing
94507 silly install base64id@0.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/base64id-6b7f3851
94508 info lifecycle base64id@0.1.0~install: base64id@0.1.0
94509 silly lifecycle base64id@0.1.0~install: no script for install, continuing
94510 silly install batch@0.5.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/batch-b1a4ac8f
94511 info lifecycle batch@0.5.3~install: batch@0.5.3
94512 silly lifecycle batch@0.5.3~install: no script for install, continuing
94513 silly install benchmark@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/benchmark-4ef61073
94514 info lifecycle benchmark@1.0.0~install: benchmark@1.0.0
94515 silly lifecycle benchmark@1.0.0~install: no script for install, continuing
94516 silly install big.js@3.1.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/big.js-78b54b16
94517 info lifecycle big.js@3.1.3~install: big.js@3.1.3
94518 silly lifecycle big.js@3.1.3~install: no script for install, continuing
94519 silly install binary-extensions@1.4.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/binary-extensions-1539feeb
94520 info lifecycle binary-extensions@1.4.0~install: binary-extensions@1.4.0
94521 silly lifecycle binary-extensions@1.4.0~install: no script for install, continuing
94522 silly install blob@0.0.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/blob-f7597331
94523 info lifecycle blob@0.0.4~install: blob@0.0.4
94524 silly lifecycle blob@0.0.4~install: no script for install, continuing
94525 silly install bluebird@3.3.5 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/bluebird-ddf2aff2
94526 info lifecycle bluebird@3.3.5~install: bluebird@3.3.5
94527 silly lifecycle bluebird@3.3.5~install: no script for install, continuing
94528 silly install qs@6.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/qs-ce90791b
94529 info lifecycle qs@6.1.0~install: qs@6.1.0
94530 silly lifecycle qs@6.1.0~install: no script for install, continuing
94531 silly install boolbase@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/boolbase-0b95f3be
94532 info lifecycle boolbase@1.0.0~install: boolbase@1.0.0
94533 silly lifecycle boolbase@1.0.0~install: no script for install, continuing
94534 silly install breakable@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/breakable-86605f2b
94535 info lifecycle breakable@1.0.0~install: breakable@1.0.0
94536 silly lifecycle breakable@1.0.0~install: no script for install, continuing
94537 silly install builtin-modules@1.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/builtin-modules-7c2f183b
94538 info lifecycle builtin-modules@1.1.1~install: builtin-modules@1.1.1
94539 silly lifecycle builtin-modules@1.1.1~install: no script for install, continuing
94540 silly install bytes@2.3.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/bytes-1a195a7e
94541 info lifecycle bytes@2.3.0~install: bytes@2.3.0
94542 silly lifecycle bytes@2.3.0~install: no script for install, continuing
94543 silly install callsite@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/callsite-139b9c96
94544 info lifecycle callsite@1.0.0~install: callsite@1.0.0
94545 silly lifecycle callsite@1.0.0~install: no script for install, continuing
94546 silly install better-assert@1.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/better-assert-36bf8f48
94547 info lifecycle better-assert@1.0.2~install: better-assert@1.0.2
94548 silly lifecycle better-assert@1.0.2~install: no script for install, continuing
94549 silly install callsites@0.2.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/callsites-67e03fba
94550 info lifecycle callsites@0.2.0~install: callsites@0.2.0
94551 silly lifecycle callsites@0.2.0~install: no script for install, continuing
94552 silly install caller-path@0.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/caller-path-fcd7fc0e
94553 info lifecycle caller-path@0.1.0~install: caller-path@0.1.0
94554 silly lifecycle caller-path@0.1.0~install: no script for install, continuing
94555 silly install camelcase@1.2.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/camelcase-504bb506
94556 info lifecycle camelcase@1.2.1~install: camelcase@1.2.1
94557 silly lifecycle camelcase@1.2.1~install: no script for install, continuing
94558 silly install camelcase@2.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/camelcase-f284ec35
94559 info lifecycle camelcase@2.1.1~install: camelcase@2.1.1
94560 silly lifecycle camelcase@2.1.1~install: no script for install, continuing
94561 silly install caniuse-db@1.0.30000465 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/caniuse-db-d7c43049
94562 info lifecycle caniuse-db@1.0.30000465~install: caniuse-db@1.0.30000465
94563 silly lifecycle caniuse-db@1.0.30000465~install: no script for install, continuing
94564 silly install browserslist@1.3.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/browserslist-fb891ea4
94565 info lifecycle browserslist@1.3.1~install: browserslist@1.3.1
94566 silly lifecycle browserslist@1.3.1~install: no script for install, continuing
94567 silly install caseless@0.11.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/caseless-047e3579
94568 info lifecycle caseless@0.11.0~install: caseless@0.11.0
94569 silly lifecycle caseless@0.11.0~install: no script for install, continuing
94570 silly install assertion-error@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/assertion-error-789d8548
94571 info lifecycle assertion-error@1.0.0~install: assertion-error@1.0.0
94572 silly lifecycle assertion-error@1.0.0~install: no script for install, continuing
94573 silly install source-map@0.4.4 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/source-map-a987d0a9
94574 info lifecycle source-map@0.4.4~install: source-map@0.4.4
94575 silly lifecycle source-map@0.4.4~install: no script for install, continuing
94576 silly install cli-spinners@0.1.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/cli-spinners-72f3bc73
94577 info lifecycle cli-spinners@0.1.2~install: cli-spinners@0.1.2
94578 silly lifecycle cli-spinners@0.1.2~install: no script for install, continuing
94579 silly install cli-width@2.1.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/cli-width-d06b58ba
94580 info lifecycle cli-width@2.1.0~install: cli-width@2.1.0
94581 silly lifecycle cli-width@2.1.0~install: no script for install, continuing
94582 silly install wordwrap@0.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/wordwrap-de11aa59
94583 info lifecycle wordwrap@0.0.2~install: wordwrap@0.0.2
94584 silly lifecycle wordwrap@0.0.2~install: no script for install, continuing
94585 silly install clone@1.0.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/clone-43847f5b
94586 info lifecycle clone@1.0.2~install: clone@1.0.2
94587 silly lifecycle clone@1.0.2~install: no script for install, continuing
94588 silly install co@3.0.6 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/co-0ad2f917
94589 info lifecycle co@3.0.6~install: co@3.0.6
94590 silly lifecycle co@3.0.6~install: no script for install, continuing
94591 silly install color-convert@0.5.3 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/color-convert-335554ff
94592 info lifecycle color-convert@0.5.3~install: color-convert@0.5.3
94593 silly lifecycle color-convert@0.5.3~install: no script for install, continuing
94594 silly install color-name@1.1.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/color-name-f0eac6a9
94595 info lifecycle color-name@1.1.1~install: color-name@1.1.1
94596 silly lifecycle color-name@1.1.1~install: no script for install, continuing
94597 silly install color-string@0.3.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/color-string-284b5875
94598 info lifecycle color-string@0.3.0~install: color-string@0.3.0
94599 silly lifecycle color-string@0.3.0~install: no script for install, continuing
94600 silly install color@0.11.1 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/color-33034145
94601 info lifecycle color@0.11.1~install: color@0.11.1
94602 silly lifecycle color@0.11.1~install: no script for install, continuing
94603 silly install colors@1.1.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/colors-e065e269
94604 info lifecycle colors@1.1.2~install: colors@1.1.2
94605 silly lifecycle colors@1.1.2~install: no script for install, continuing
94606 silly install component-bind@1.0.0 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/component-bind-baf08881
94607 info lifecycle component-bind@1.0.0~install: component-bind@1.0.0
94608 silly lifecycle component-bind@1.0.0~install: no script for install, continuing
94609 silly install component-emitter@1.1.2 /home/yuer/文档/vuejs/task-4/my-project/node_modules/.staging/component-emitter-5d5cbbe3
94610 info lifecycle component-emitter@1.1.2~install: component-emitter@1.1.2
94611 silly lifecycle component-emitter@1.1.2~install: no script for install, continuing
